PRCP ID,Comment Score,Comment Score Reason,Comments
1001147800,0.55,Long days and different state billing; needs reassessment after SP issues resolution,6/9/23 long days/different states - SW in WI.  Call-long days - telehealth…All claims were at 2A Lifestance which did have SP. Will likely need to be reassessed when SP issues are resolved.
1001158842,0.65,APRN with long days and state billing - ORC to be scheduled,6/8/23:  APRN in FL - long days - states and add-ons. --long days are evident on PPA-ORC to be scheduled - Add on - telehealth-check different states.    Staff with Karen--Run group PPAs / ORC 7/11/23
1001165229,0.25,Some crisis add-on codes and concurrent treatment - but closing due to low priority,4/11/23:  some crisis addon codes and conc. Tx - but will close at this time from a priority standpoint.
1001165693,0.35,Long hours but frequency fine - commercial billing - likely SP issue - pass for now,6/16/23:  SW in IL - telehealth - doing 12 and 13 hours days relatively currently - has some telehealth - freuqency is fine….EDW billing only. This is all commercial and likely SP would apply---will pass for now.
1001168092,0.65,Flag for H2019 - misinformed AVP - needs restaffing and review,7/9/23:  Open to Gayna---flag request was resubmitted for H2019.  But flag did not include anything else and it appears AVP was misinformed.  Needs to be staffed.  H2019 billing still coming in; needs to be restaffed. Sent to GH for NCR
1001178902,0.25,MSW in MA - crisis codes for Medicaid clients - likely diversion program - no immediate concerns,5/19/23:  mostly EDW billing MSW in MA and 3B - in MA--mostly Medicaid client base in MA.  POS is on campus outpaitient hospital - and top codes are crisis and crisis follow S9485 and H2011 for Medicaid clients---looks like diversion. 
1001193054,0.4,CCtx - all H0038 - needs review by PS,6/23/23:  CCtx - close---all H0038-send to PS for TJ.  
1001203707,0.75,No billing showing - frequency and CASSI/LOCUS hours for IOP LOC are concerning,7/9/23:  NO billing; EDW does not show her as an option to select - but when running the whole group can access name on excel claims.  There are problems with regard to the freqency of group billing per day as well as meeting CASSI and LOCUS hours billed for IOP LOC Actionable. Sent to NB.  
1006265690,0.45,Only minimal billing noted; re-evaluation needed - moderate risk pending further info,Only EDW billing - no.    Gayna re-ran and still only a very minimal amt of EDW-  (Missing PPA to line up with EDW)---need to re-run
1007605173,0.5,HCPC billing only - already under review by AVP,6/9/23Only has - -send to TJ all HCPC billing-already sent to AVP.  
